,X.1,X,embryo,yolk_area,embryo_area,yolk_embryo_ratio,mom,Treatment,Day_of_Exp,Julian_date,Elevation
897,156,1,1,674657,3575711,0.18867772,Lower zone WINTER 3,Control,12,23,Lower
898,157,2,2,526255,3621374,0.145319152,Lower zone WINTER 3,Control,12,23,Lower
899,158,3,3,491855,3466220,0.141899533,Lower zone WINTER 3,Control,12,23,Lower
900,159,4,4,696760,3687775,0.188937774,Lower zone WINTER 3,Control,12,23,Lower
901,160,5,5,630960,3698865,0.170582057,Lower zone WINTER 3,Control,12,23,Lower
902,161,6,6,621539,3441069,0.180623812,Lower zone WINTER 3,Control,12,23,Lower
903,162,7,7,628489,3524065,0.178342057,Lower zone WINTER 3,Control,12,23,Lower
904,163,8,8,735684,3548437,0.207326212,Lower zone WINTER 3,Control,12,23,Lower
905,164,9,9,555606,3520493,0.15782051,Lower zone WINTER 3,Control,12,23,Lower
906,165,10,10,558164,3509268,0.159054253,Lower zone WINTER 3,Control,12,23,Lower
907,166,11,11,614823,3472891,0.177034926,Lower zone WINTER 3,Control,12,23,Lower
908,167,12,12,634034,3651705,0.17362684,Lower zone WINTER 3,Control,12,23,Lower
909,236,1,1,86836,3892105,0.022310806,Lower zone WINTER 3,Control,21,32,Lower
910,237,2,2,212082,3881448,0.054639918,Lower zone WINTER 3,Control,21,32,Lower
911,238,3,3,135480,4231392,0.032017832,Lower zone WINTER 3,Control,21,32,Lower
912,239,4,4,243406,4156274,0.058563511,Lower zone WINTER 3,Control,21,32,Lower
913,240,5,5,134670,4234304,0.031804519,Lower zone WINTER 3,Control,21,32,Lower
914,241,6,6,169286,4103257,0.041256495,Lower zone WINTER 3,Control,21,32,Lower
915,242,7,7,150996,4058465,0.0372052,Lower zone WINTER 3,Control,21,32,Lower
916,243,8,8,258821,4195059,0.061696629,Lower zone WINTER 3,Control,21,32,Lower
917,244,9,9,232419,4098648,0.05670626,Lower zone WINTER 3,Control,21,32,Lower
918,245,10,10,263412,4212935,0.062524582,Lower zone WINTER 3,Control,21,32,Lower
919,246,11,11,178421,3952309,0.045143484,Lower zone WINTER 3,Control,21,32,Lower
920,247,12,12,233056,4129131,0.0564419,Lower zone WINTER 3,Control,21,32,Lower
921,294,1,1,6718464,4427445,1.517458489,Lower zone WINTER 3,Control,28,39,Lower
922,295,2,2,35557,4523236,0.007860965,Lower zone WINTER 3,Control,28,39,Lower
923,657,1,1,2257112,3707435,0.608806897,Lower zone WINTER 3,Heat Shock,4,15,Lower
924,658,2,2,1286539,3429330,0.375157538,Lower zone WINTER 3,Heat Shock,4,15,Lower
925,659,3,3,976057,3068160,0.318124544,Lower zone WINTER 3,Heat Shock,4,15,Lower
926,660,4,4,660612,2935103,0.225072851,Lower zone WINTER 3,Heat Shock,4,15,Lower
927,661,5,5,944913,3402976,0.277672543,Lower zone WINTER 3,Heat Shock,4,15,Lower
928,662,6,6,900665,3355098,0.268446704,Lower zone WINTER 3,Heat Shock,4,15,Lower
929,663,7,7,1235402,3443495,0.358763988,Lower zone WINTER 3,Heat Shock,4,15,Lower
930,664,8,8,994002,3685506,0.269705707,Lower zone WINTER 3,Heat Shock,4,15,Lower
931,665,9,9,838164,3210716,0.261052052,Lower zone WINTER 3,Heat Shock,4,15,Lower
932,666,10,10,1144001,3545339,0.322677465,Lower zone WINTER 3,Heat Shock,4,15,Lower
933,667,11,11,1299483,3447944,0.376886342,Lower zone WINTER 3,Heat Shock,4,15,Lower
934,668,12,12,1021337,3441915,0.296735102,Lower zone WINTER 3,Heat Shock,4,15,Lower
935,734,1,1,539434,3709356,0.145425244,Lower zone WINTER 3,Heat Shock,12,23,Lower
936,735,2,2,426773,3721540,0.114676451,Lower zone WINTER 3,Heat Shock,12,23,Lower
937,736,3,3,463559,3382718,0.137037436,Lower zone WINTER 3,Heat Shock,12,23,Lower
938,737,4,4,484386,3091486,0.156683873,Lower zone WINTER 3,Heat Shock,12,23,Lower
939,738,5,5,364327,3518593,0.103543377,Lower zone WINTER 3,Heat Shock,12,23,Lower
940,739,6,6,630973,3511544,0.179685346,Lower zone WINTER 3,Heat Shock,12,23,Lower
941,740,7,7,686098,3528878,0.194423837,Lower zone WINTER 3,Heat Shock,12,23,Lower
942,741,8,8,488852,3439605,0.142124459,Lower zone WINTER 3,Heat Shock,12,23,Lower
943,742,9,9,455007,3404506,0.133648465,Lower zone WINTER 3,Heat Shock,12,23,Lower
944,743,10,10,532187,3741746,0.14222959,Lower zone WINTER 3,Heat Shock,12,23,Lower
945,744,11,11,577462,3519797,0.164061166,Lower zone WINTER 3,Heat Shock,12,23,Lower
946,800,1,1,206199,4160843,0.049557025,Lower zone WINTER 3,Heat Shock,20,31,Lower
947,801,2,2,214929,4050347,0.053064342,Lower zone WINTER 3,Heat Shock,20,31,Lower
948,802,4,4,140174,3989422,0.035136418,Lower zone WINTER 3,Heat Shock,20,31,Lower
949,803,5,5,115978,4105129,0.028251975,Lower zone WINTER 3,Heat Shock,20,31,Lower
950,804,6,6,73377,4130951,0.017762738,Lower zone WINTER 3,Heat Shock,20,31,Lower
951,805,7,7,259957,3992427,0.065112524,Lower zone WINTER 3,Heat Shock,20,31,Lower
952,806,8,8,128338,4292526,0.029898013,Lower zone WINTER 3,Heat Shock,20,31,Lower
953,807,9,9,167328,3985802,0.041981012,Lower zone WINTER 3,Heat Shock,20,31,Lower
954,808,10,10,114821,3964063,0.028965483,Lower zone WINTER 3,Heat Shock,20,31,Lower
955,809,11,11,315997,4251484,0.074326282,Lower zone WINTER 3,Heat Shock,20,31,Lower
956,85,1,1,1008077,3107809,0.324369033,Lower zone WINTER 4,Control,5,16,Lower
957,86,2,2,936848,3174916,0.295078043,Lower zone WINTER 4,Control,5,16,Lower
958,87,3,3,727936,2965937,0.245432051,Lower zone WINTER 4,Control,5,16,Lower
959,88,4,4,1238501,3382896,0.366106732,Lower zone WINTER 4,Control,5,16,Lower
960,89,5,5,1199341,3169019,0.378458129,Lower zone WINTER 4,Control,5,16,Lower
961,90,6,6,1054594,3414171,0.308887282,Lower zone WINTER 4,Control,5,16,Lower
962,91,7,7,1122573,3287144,0.341504053,Lower zone WINTER 4,Control,5,16,Lower
963,92,8,8,1003016,3251875,0.30844236,Lower zone WINTER 4,Control,5,16,Lower
964,93,9,9,993332,3334484,0.297896766,Lower zone WINTER 4,Control,5,16,Lower
965,94,10,10,1057513,3239001,0.32649357,Lower zone WINTER 4,Control,5,16,Lower
966,95,11,11,724162,2984953,0.242604155,Lower zone WINTER 4,Control,5,16,Lower
967,96,12,12,1028487,3282835,0.313292322,Lower zone WINTER 4,Control,5,16,Lower
968,168,1,1,681560,3472079,0.196297377,Lower zone WINTER 4,Control,12,23,Lower
969,169,2,2,705334,3475685,0.20293381,Lower zone WINTER 4,Control,12,23,Lower
970,170,3,3,715469,3424275,0.208940287,Lower zone WINTER 4,Control,12,23,Lower
971,171,4,4,684947,3607443,0.189870498,Lower zone WINTER 4,Control,12,23,Lower
972,172,5,5,699952,3608749,0.193959735,Lower zone WINTER 4,Control,12,23,Lower
973,173,6,6,487893,3656067,0.1334475,Lower zone WINTER 4,Control,12,23,Lower
974,174,7,7,619031,3542061,0.174765765,Lower zone WINTER 4,Control,12,23,Lower
975,175,8,8,602641,3718933,0.162046748,Lower zone WINTER 4,Control,12,23,Lower
976,176,9,9,707957,3764432,0.18806476,Lower zone WINTER 4,Control,12,23,Lower
977,177,10,10,781667,3604203,0.216876519,Lower zone WINTER 4,Control,12,23,Lower
978,178,11,11,609222,3511554,0.173490711,Lower zone WINTER 4,Control,12,23,Lower
979,179,12,12,623919,3587937,0.173893522,Lower zone WINTER 4,Control,12,23,Lower
980,248,1,1,310434,3751805,0.082742573,Lower zone WINTER 4,Control,21,32,Lower
981,249,2,2,165270,3945690,0.04188621,Lower zone WINTER 4,Control,21,32,Lower
982,250,3,3,303103,3999564,0.07578401,Lower zone WINTER 4,Control,21,32,Lower
983,251,4,4,96157,4097831,0.023465341,Lower zone WINTER 4,Control,21,32,Lower
984,252,5,5,220687,4146543,0.053221925,Lower zone WINTER 4,Control,21,32,Lower
985,253,6,6,139807,4133290,0.033824629,Lower zone WINTER 4,Control,21,32,Lower
986,254,7,7,226709,4082186,0.055536176,Lower zone WINTER 4,Control,21,32,Lower
987,255,8,8,198260,4072675,0.048680536,Lower zone WINTER 4,Control,21,32,Lower
988,256,9,9,229396,4262055,0.053822862,Lower zone WINTER 4,Control,21,32,Lower
989,257,10,10,218080,3952368,0.055177048,Lower zone WINTER 4,Control,21,32,Lower
990,258,11,11,132184,3946985,0.033489866,Lower zone WINTER 4,Control,21,32,Lower
991,259,12,12,219377,4073846,0.053850096,Lower zone WINTER 4,Control,21,32,Lower
992,296,1,1,5405,4345285,0.001243877,Lower zone WINTER 4,Control,28,39,Lower
993,669,1,1,880278,3316657,0.265411226,Lower zone WINTER 4,Heat Shock,4,15,Lower
994,670,2,2,1306167,2942054,0.443964319,Lower zone WINTER 4,Heat Shock,4,15,Lower
995,671,3,3,970546,3162879,0.306855242,Lower zone WINTER 4,Heat Shock,4,15,Lower
996,672,4,4,622854,3023019,0.206037078,Lower zone WINTER 4,Heat Shock,4,15,Lower
997,673,5,5,1062530,3290525,0.322905919,Lower zone WINTER 4,Heat Shock,4,15,Lower
998,674,6,6,728927,3000132,0.242964976,Lower zone WINTER 4,Heat Shock,4,15,Lower
999,675,7,7,999219,3301638,0.302643415,Lower zone WINTER 4,Heat Shock,4,15,Lower
1000,676,8,8,1066010,3405356,0.313039224,Lower zone WINTER 4,Heat Shock,4,15,Lower
1001,677,9,9,645669,2856083,0.22606801,Lower zone WINTER 4,Heat Shock,4,15,Lower
1002,678,10,10,679628,2960623,0.229555739,Lower zone WINTER 4,Heat Shock,4,15,Lower
1003,679,11,11,1223233,3455031,0.354044001,Lower zone WINTER 4,Heat Shock,4,15,Lower
1004,680,12,12,996004,3256603,0.305841394,Lower zone WINTER 4,Heat Shock,4,15,Lower
1005,745,1,1,476463,3430115,0.138905838,Lower zone WINTER 4,Heat Shock,12,23,Lower
1006,746,2,2,620923,3451135,0.179918491,Lower zone WINTER 4,Heat Shock,12,23,Lower
1007,747,3,3,233611,3115706,0.074978512,Lower zone WINTER 4,Heat Shock,12,23,Lower
1008,748,4,4,322105,3198846,0.100694125,Lower zone WINTER 4,Heat Shock,12,23,Lower
1009,749,5,5,489662,3497157,0.140017163,Lower zone WINTER 4,Heat Shock,12,23,Lower
1010,750,6,6,287118,3249217,0.088365289,Lower zone WINTER 4,Heat Shock,12,23,Lower
1011,751,7,7,750522,3654163,0.205388211,Lower zone WINTER 4,Heat Shock,12,23,Lower
1012,752,8,8,421232,3246014,0.129769003,Lower zone WINTER 4,Heat Shock,12,23,Lower
1013,753,9,9,494108,3611299,0.136822789,Lower zone WINTER 4,Heat Shock,12,23,Lower
1014,754,10,10,77141,3079339,0.025051155,Lower zone WINTER 4,Heat Shock,12,23,Lower
1015,755,11,11,755473,3563707,0.211990773,Lower zone WINTER 4,Heat Shock,12,23,Lower
1016,756,12,12,543762,3507276,0.155038269,Lower zone WINTER 4,Heat Shock,12,23,Lower
1017,810,1,1,91175,3910143,0.023317562,Lower zone WINTER 4,Heat Shock,20,31,Lower
1018,811,2,2,376240,3996265,0.094147911,Lower zone WINTER 4,Heat Shock,20,31,Lower
1019,812,3,3,215598,4067949,0.05299919,Lower zone WINTER 4,Heat Shock,20,31,Lower
1020,813,4,4,326895,3995719,0.081811309,Lower zone WINTER 4,Heat Shock,20,31,Lower
1021,814,5,5,156989,3943498,0.03980958,Lower zone WINTER 4,Heat Shock,20,31,Lower
1022,815,6,6,237070,3981231,0.059546909,Lower zone WINTER 4,Heat Shock,20,31,Lower
1023,816,7,7,228436,4010441,0.056960319,Lower zone WINTER 4,Heat Shock,20,31,Lower
1024,817,8,8,157445,3963809,0.039720632,Lower zone WINTER 4,Heat Shock,20,31,Lower
1025,818,9,9,177634,4017124,0.044219198,Lower zone WINTER 4,Heat Shock,20,31,Lower
1026,819,10,10,85521,3956428,0.02161571,Lower zone WINTER 4,Heat Shock,20,31,Lower
1027,820,11,11,202501,4116770,0.049189292,Lower zone WINTER 4,Heat Shock,20,31,Lower
1028,821,12,12,168595,3993725,0.042214975,Lower zone WINTER 4,Heat Shock,20,31,Lower
1029,842,1,1,2967,4531688,0.000654723,Lower zone WINTER 4,Heat Shock,27,38,Lower
1030,843,2,2,39246,4496311,0.008728489,Lower zone WINTER 4,Heat Shock,27,38,Lower
1031,844,3,3,13942,4655800,0.002994544,Lower zone WINTER 4,Heat Shock,27,38,Lower
1032,345,1,1,872415,3516325,0.2481042,Lower zone WINTER 5,Control,6,17,Lower
1033,346,2,2,1153668,3371318,0.342200884,Lower zone WINTER 5,Control,6,17,Lower
1034,347,3,3,1013530,3517317,0.288154295,Lower zone WINTER 5,Control,6,17,Lower
1035,348,4,4,845546,3470376,0.243646798,Lower zone WINTER 5,Control,6,17,Lower
1036,349,5,5,851177,3395264,0.25069538,Lower zone WINTER 5,Control,6,17,Lower
1037,350,6,6,921663,3442962,0.267694793,Lower zone WINTER 5,Control,6,17,Lower
1038,351,7,7,634558,3200655,0.198258794,Lower zone WINTER 5,Control,6,17,Lower
1039,352,8,8,561173,3078270,0.182301423,Lower zone WINTER 5,Control,6,17,Lower
1040,353,9,9,919723,3270346,0.281231099,Lower zone WINTER 5,Control,6,17,Lower
1041,354,10,10,724921,3479399,0.208346614,Lower zone WINTER 5,Control,6,17,Lower
1042,355,11,11,647798,2989773,0.216671299,Lower zone WINTER 5,Control,6,17,Lower
1043,356,12,12,870650,3475959,0.250477638,Lower zone WINTER 5,Control,6,17,Lower
1044,440,1,1,545643,3736748,0.146020818,Lower zone WINTER 5,Control,13,24,Lower
1045,441,2,2,504328,3534421,0.142690415,Lower zone WINTER 5,Control,13,24,Lower
1046,442,3,3,430583,3843356,0.112033077,Lower zone WINTER 5,Control,13,24,Lower
1047,443,4,4,476671,3575012,0.133334098,Lower zone WINTER 5,Control,13,24,Lower
1048,444,5,5,526840,3702013,0.142311764,Lower zone WINTER 5,Control,13,24,Lower
1049,445,6,6,621765,3721355,0.16708027,Lower zone WINTER 5,Control,13,24,Lower
1050,446,7,7,791939,3660827,0.216327895,Lower zone WINTER 5,Control,13,24,Lower
1051,447,8,8,495921,3441708,0.144091538,Lower zone WINTER 5,Control,13,24,Lower
1052,448,9,9,737516,3651436,0.201979714,Lower zone WINTER 5,Control,13,24,Lower
1053,449,10,10,528832,3684645,0.143523189,Lower zone WINTER 5,Control,13,24,Lower
1054,450,11,11,482833,3598106,0.134190877,Lower zone WINTER 5,Control,13,24,Lower
1055,451,12,12,520653,3732836,0.139479206,Lower zone WINTER 5,Control,13,24,Lower
1056,523,1,1,95738,4093763,0.023386307,Lower zone WINTER 5,Control,21,32,Lower
1057,524,2,2,145454,3930739,0.037004238,Lower zone WINTER 5,Control,21,32,Lower
1058,525,3,3,116322,4109315,0.028306908,Lower zone WINTER 5,Control,21,32,Lower
1059,526,4,4,101729,4272971,0.023807557,Lower zone WINTER 5,Control,21,32,Lower
1060,527,5,5,89360,4156647,0.021498097,Lower zone WINTER 5,Control,21,32,Lower
1061,528,6,6,159351,4087886,0.038981273,Lower zone WINTER 5,Control,21,32,Lower
1062,529,7,7,167054,3959548,0.042190169,Lower zone WINTER 5,Control,21,32,Lower
1063,530,8,8,89685,4283829,0.02093571,Lower zone WINTER 5,Control,21,32,Lower
1064,531,9,9,164806,4229335,0.038967355,Lower zone WINTER 5,Control,21,32,Lower
1065,532,10,10,136804,4051685,0.033764718,Lower zone WINTER 5,Control,21,32,Lower
1066,533,11,11,132854,4157497,0.031955285,Lower zone WINTER 5,Control,21,32,Lower
1067,534,12,12,120494,4301202,0.02801403,Lower zone WINTER 5,Control,21,32,Lower
1068,893,1,1,890542,3427624,0.259813212,Lower zone WINTER 5,Heat Shock,4,15,Lower
1069,894,2,2,989720,3529841,0.280386567,Lower zone WINTER 5,Heat Shock,4,15,Lower
1070,895,3,3,1027737,3501856,0.293483513,Lower zone WINTER 5,Heat Shock,4,15,Lower
1071,896,4,4,1111438,3395300,0.327346037,Lower zone WINTER 5,Heat Shock,4,15,Lower
1072,897,5,5,930106,3374498,0.27562796,Lower zone WINTER 5,Heat Shock,4,15,Lower
1073,898,6,6,1144256,3344448,0.342135982,Lower zone WINTER 5,Heat Shock,4,15,Lower
1074,899,7,7,949267,3413609,0.278083108,Lower zone WINTER 5,Heat Shock,4,15,Lower
1075,900,8,8,1020839,3434918,0.297194576,Lower zone WINTER 5,Heat Shock,4,15,Lower
1076,901,9,9,979429,3581707,0.273453133,Lower zone WINTER 5,Heat Shock,4,15,Lower
1077,902,10,10,1127543,3426795,0.329037191,Lower zone WINTER 5,Heat Shock,4,15,Lower
1078,903,11,11,1043290,3281678,0.31791358,Lower zone WINTER 5,Heat Shock,4,15,Lower
1079,904,12,12,747490,3318978,0.225216919,Lower zone WINTER 5,Heat Shock,4,15,Lower
1080,989,1,1,663359,3700696,0.179252497,Lower zone WINTER 5,Heat Shock,12,23,Lower
1081,990,2,2,700954,3835537,0.182752506,Lower zone WINTER 5,Heat Shock,12,23,Lower
1082,991,3,3,294500,3881263,0.075877363,Lower zone WINTER 5,Heat Shock,12,23,Lower
1083,992,4,4,728329,3737437,0.19487392,Lower zone WINTER 5,Heat Shock,12,23,Lower
1084,993,5,5,526950,3703564,0.142281867,Lower zone WINTER 5,Heat Shock,12,23,Lower
1085,994,6,6,677387,3721404,0.18202458,Lower zone WINTER 5,Heat Shock,12,23,Lower
1086,995,7,7,557628,3699295,0.150738992,Lower zone WINTER 5,Heat Shock,12,23,Lower
1087,996,8,8,671194,3679243,0.1824272,Lower zone WINTER 5,Heat Shock,12,23,Lower
1088,997,9,9,527936,3793419,0.139171549,Lower zone WINTER 5,Heat Shock,12,23,Lower
1089,998,10,10,612145,3762015,0.16271732,Lower zone WINTER 5,Heat Shock,12,23,Lower
1090,999,11,11,499990,3513198,0.142317626,Lower zone WINTER 5,Heat Shock,12,23,Lower
1091,1000,12,12,523423,3658689,0.143062993,Lower zone WINTER 5,Heat Shock,12,23,Lower
1092,1075,1,1,122197,4303415,0.028395356,Lower zone WINTER 5,Heat Shock,21,32,Lower
1093,1076,2,2,143129,4272214,0.033502301,Lower zone WINTER 5,Heat Shock,21,32,Lower
1094,1077,3,3,54427,4265673,0.0127593,Lower zone WINTER 5,Heat Shock,21,32,Lower
1095,1078,4,4,49091,4262562,0.011516783,Lower zone WINTER 5,Heat Shock,21,32,Lower
1096,1079,5,5,181395,4274562,0.042435927,Lower zone WINTER 5,Heat Shock,21,32,Lower
1097,1080,6,6,152560,3757557,0.040600848,Lower zone WINTER 5,Heat Shock,21,32,Lower
1098,1081,7,7,10378,3917869,0.002648889,Lower zone WINTER 5,Heat Shock,21,32,Lower
1099,1082,8,8,139095,4153323,0.033490051,Lower zone WINTER 5,Heat Shock,21,32,Lower
1100,1083,9,9,16632,4415625,0.003766624,Lower zone WINTER 5,Heat Shock,21,32,Lower
1101,1084,10,10,133519,4250043,0.031415917,Lower zone WINTER 5,Heat Shock,21,32,Lower
1102,1085,11,11,15431,4097012,0.003766403,Lower zone WINTER 5,Heat Shock,21,32,Lower
1103,1086,12,12,16577,3763236,0.004404985,Lower zone WINTER 5,Heat Shock,21,32,Lower
1104,357,1,1,717366,2985345,0.240295845,Lower zone WINTER 6,Control,6,17,Lower
1105,358,2,2,970329,3139412,0.309079853,Lower zone WINTER 6,Control,6,17,Lower
1106,359,3,3,853783,3181554,0.268354081,Lower zone WINTER 6,Control,6,17,Lower
1107,360,4,4,859038,3119820,0.275348578,Lower zone WINTER 6,Control,6,17,Lower
1108,361,5,5,892737,3097065,0.288252588,Lower zone WINTER 6,Control,6,17,Lower
1109,362,6,6,760237,2986365,0.254569351,Lower zone WINTER 6,Control,6,17,Lower
1110,363,7,7,879897,3264839,0.269507011,Lower zone WINTER 6,Control,6,17,Lower
1111,364,8,8,955695,3107267,0.307567711,Lower zone WINTER 6,Control,6,17,Lower
1112,365,9,9,860072,3058607,0.28119729,Lower zone WINTER 6,Control,6,17,Lower
1113,366,10,10,897400,3092877,0.290150562,Lower zone WINTER 6,Control,6,17,Lower
1114,367,11,11,727423,3033687,0.239781823,Lower zone WINTER 6,Control,6,17,Lower
1115,368,12,12,833665,3058464,0.272576365,Lower zone WINTER 6,Control,6,17,Lower
1116,452,1,1,494590,3664150,0.134980828,Lower zone WINTER 6,Control,13,24,Lower
1117,453,2,2,527674,3578986,0.147436732,Lower zone WINTER 6,Control,13,24,Lower
1118,454,3,3,446552,3570403,0.125070475,Lower zone WINTER 6,Control,13,24,Lower
1119,455,4,4,540908,3593875,0.150508295,Lower zone WINTER 6,Control,13,24,Lower
1120,456,5,5,603676,3516879,0.171651058,Lower zone WINTER 6,Control,13,24,Lower
1121,457,6,6,340068,3669582,0.092672135,Lower zone WINTER 6,Control,13,24,Lower
1122,458,7,7,449164,3580839,0.125435408,Lower zone WINTER 6,Control,13,24,Lower
1123,459,8,8,463805,3462013,0.133969745,Lower zone WINTER 6,Control,13,24,Lower
1124,460,9,9,492846,3491015,0.141175561,Lower zone WINTER 6,Control,13,24,Lower
1125,461,10,10,467957,3537425,0.132287469,Lower zone WINTER 6,Control,13,24,Lower
1126,462,11,11,455530,3353481,0.135837955,Lower zone WINTER 6,Control,13,24,Lower
1127,463,12,12,473419,3477318,0.136144868,Lower zone WINTER 6,Control,13,24,Lower
1128,535,1,1,93282,3998486,0.02332933,Lower zone WINTER 6,Control,21,32,Lower
1129,536,2,2,71160,4042262,0.017604005,Lower zone WINTER 6,Control,21,32,Lower
1130,537,3,3,78101,4000657,0.019522044,Lower zone WINTER 6,Control,21,32,Lower
1131,538,4,4,113098,3930625,0.028773541,Lower zone WINTER 6,Control,21,32,Lower
1132,539,5,5,103238,3947203,0.026154723,Lower zone WINTER 6,Control,21,32,Lower
1133,540,6,6,1275,4262778,0.000299101,Lower zone WINTER 6,Control,21,32,Lower
1134,541,7,7,102304,4056647,0.025218857,Lower zone WINTER 6,Control,21,32,Lower
1135,542,8,8,192052,3986953,0.048170119,Lower zone WINTER 6,Control,21,32,Lower
1136,543,9,9,76697,3975886,0.019290543,Lower zone WINTER 6,Control,21,32,Lower
1137,544,10,10,130019,4013655,0.032394164,Lower zone WINTER 6,Control,21,32,Lower
1138,545,11,11,26439,4001629,0.006607059,Lower zone WINTER 6,Control,21,32,Lower
1139,546,12,12,90823,3809068,0.02384389,Lower zone WINTER 6,Control,21,32,Lower
1140,583,1,1,2189,4049450,0.000540567,Lower zone WINTER 6,Control,28,39,Lower
1141,584,2,2,21624,4163379,0.005193858,Lower zone WINTER 6,Control,28,39,Lower
1142,905,1,1,941477,2869615,0.328084778,Lower zone WINTER 6,Heat Shock,4,15,Lower
1143,906,2,2,890109,3180721,0.279845041,Lower zone WINTER 6,Heat Shock,4,15,Lower
1144,907,3,3,1055958,3076564,0.343226405,Lower zone WINTER 6,Heat Shock,4,15,Lower
1145,908,4,4,952502,3135444,0.303785365,Lower zone WINTER 6,Heat Shock,4,15,Lower
1146,909,5,5,896544,3068922,0.292136457,Lower zone WINTER 6,Heat Shock,4,15,Lower
1147,910,6,6,1129332,3044609,0.370928418,Lower zone WINTER 6,Heat Shock,4,15,Lower
1148,911,7,7,1042042,3087777,0.337473205,Lower zone WINTER 6,Heat Shock,4,15,Lower
1149,912,8,8,1043575,3042441,0.34300583,Lower zone WINTER 6,Heat Shock,4,15,Lower
1150,913,9,9,1131940,3098223,0.365351364,Lower zone WINTER 6,Heat Shock,4,15,Lower
1151,914,10,10,1001732,3093663,0.323801267,Lower zone WINTER 6,Heat Shock,4,15,Lower
1152,915,11,11,1114155,2926208,0.380750446,Lower zone WINTER 6,Heat Shock,4,15,Lower
1153,916,12,12,1009493,2984744,0.338217616,Lower zone WINTER 6,Heat Shock,4,15,Lower
1154,1001,1,1,605026,3375323,0.179249808,Lower zone WINTER 6,Heat Shock,12,23,Lower
1155,1002,2,2,356507,3519938,0.101282182,Lower zone WINTER 6,Heat Shock,12,23,Lower
1156,1003,3,3,505475,3464871,0.145885662,Lower zone WINTER 6,Heat Shock,12,23,Lower
1157,1004,4,4,443573,3388228,0.130915924,Lower zone WINTER 6,Heat Shock,12,23,Lower
1158,1005,5,5,445455,3462782,0.128640787,Lower zone WINTER 6,Heat Shock,12,23,Lower
1159,1006,6,6,485176,3144020,0.154317084,Lower zone WINTER 6,Heat Shock,12,23,Lower
1160,1007,7,7,429010,3521327,0.121831912,Lower zone WINTER 6,Heat Shock,12,23,Lower
1161,1008,8,8,468951,3336481,0.140552576,Lower zone WINTER 6,Heat Shock,12,23,Lower
1162,1009,9,9,457527,3475535,0.131642179,Lower zone WINTER 6,Heat Shock,12,23,Lower
1163,1010,10,10,563805,3419193,0.164894172,Lower zone WINTER 6,Heat Shock,12,23,Lower
1164,1011,11,11,583712,3299307,0.176919577,Lower zone WINTER 6,Heat Shock,12,23,Lower
1165,1012,12,12,522751,3257463,0.160477955,Lower zone WINTER 6,Heat Shock,12,23,Lower
1166,1087,1,1,27240,3909565,0.006967527,Lower zone WINTER 6,Heat Shock,21,32,Lower
1167,1088,2,2,74626,4039603,0.018473598,Lower zone WINTER 6,Heat Shock,21,32,Lower
1168,1089,3,3,20385,4035412,0.005051529,Lower zone WINTER 6,Heat Shock,21,32,Lower
1169,1090,4,4,33176,4033539,0.008225035,Lower zone WINTER 6,Heat Shock,21,32,Lower
1170,1091,5,5,95408,3839070,0.024851852,Lower zone WINTER 6,Heat Shock,21,32,Lower
1171,1092,6,6,59824,3910368,0.015298816,Lower zone WINTER 6,Heat Shock,21,32,Lower
1172,1093,7,7,42502,3866979,0.010991009,Lower zone WINTER 6,Heat Shock,21,32,Lower
1173,1094,8,8,62979,4025787,0.015643898,Lower zone WINTER 6,Heat Shock,21,32,Lower
1174,1095,9,9,95427,3977913,0.023989212,Lower zone WINTER 6,Heat Shock,21,32,Lower
1175,1096,10,10,34819,3540633,0.009834117,Lower zone WINTER 6,Heat Shock,21,32,Lower
1176,1097,11,11,76763,3861468,0.019879227,Lower zone WINTER 6,Heat Shock,21,32,Lower
1177,1098,12,12,46478,3572245,0.013010866,Lower zone WINTER 6,Heat Shock,21,32,Lower
1178,369,1,1,1003852,3350078,0.299650336,Lower zone WINTER 7,Control,6,17,Lower
1179,370,2,2,1057953,2928987,0.361200989,Lower zone WINTER 7,Control,6,17,Lower
1180,371,3,3,973628,3278629,0.296961931,Lower zone WINTER 7,Control,6,17,Lower
1181,372,4,4,1189633,3548482,0.335251243,Lower zone WINTER 7,Control,6,17,Lower
1182,373,5,5,1115286,3426976,0.32544319,Lower zone WINTER 7,Control,6,17,Lower
1183,374,6,6,1130482,3332068,0.339273388,Lower zone WINTER 7,Control,6,17,Lower
1184,375,7,7,2165024,3315488,0.653003117,Lower zone WINTER 7,Control,6,17,Lower
1185,376,8,8,1149771,3439695,0.334265393,Lower zone WINTER 7,Control,6,17,Lower
1186,377,9,9,1110926,3322127,0.334402026,Lower zone WINTER 7,Control,6,17,Lower
1187,378,10,10,1154030,3403740,0.339047636,Lower zone WINTER 7,Control,6,17,Lower
1188,379,11,11,1027438,3480921,0.295162688,Lower zone WINTER 7,Control,6,17,Lower
1189,380,12,12,1129492,3639485,0.310343909,Lower zone WINTER 7,Control,6,17,Lower
1190,464,1,1,725089,3612114,0.200738127,Lower zone WINTER 7,Control,13,24,Lower
1191,465,2,2,698522,3761680,0.185694158,Lower zone WINTER 7,Control,13,24,Lower
1192,466,3,3,582390,3606001,0.161505779,Lower zone WINTER 7,Control,13,24,Lower
1193,467,4,4,642661,2532976,0.253717761,Lower zone WINTER 7,Control,13,24,Lower
